,name_with_owner,insert url,delete url,replacement_msg,delete_msg,coding,insert commit,insert src file,insert src start pos,insert dst file,insert dst start pos,delete commit,delete src file,delete src start pos,delete dst file,delete dst start pos,insert src file content,insert dst file content,delete src file content
163,GridProtectionAlliance_gsf,https://github.com/GridProtectionAlliance/gsf/commit/fabcfa6bdd7754d0b948f075748e024f6b10dfd1,https://github.com/GridProtectionAlliance/gsf/commit/c2c9da2133dba3781393f85802668cccf8bcb31d,"GSF.Core: Added support in the Logger to override the SuppressLogMessages flag.
","GSF.Core: Fixed a bug in Logger that caused an infinite loop when a ThreadLocal variable is finalized on shutdown.
",,fabcfa6bdd7754d0b948f075748e024f6b10dfd1,Source/Libraries/GSF.Core.Shared/Diagnostics/Logger.cs,"(54, 9)",Source/Libraries/GSF.Core.Shared/Diagnostics/Logger.cs,"(107, 9)",c2c9da2133dba3781393f85802668cccf8bcb31d,Source/Libraries/GSF.Core.Shared/Diagnostics/Logger.cs,"(131, 101)",Source/Libraries/GSF.Core.Shared/Diagnostics/Logger.cs,,"private static readonly Dictionary<int, List<LogStackMessages>> ThreadStackDetails = new Dictionary<int, List<LogStackMessages>>();",private static readonly ThreadLocal<ThreadStack> ThreadItems = new ThreadLocal<ThreadStack>(() => new ThreadStack());,() => new ThreadStack()
164,signumsoftware_framework,https://github.com/signumsoftware/framework/commit/11c30575294d8ef8b0063046957fa3b2a9ee330b,https://github.com/signumsoftware/framework/commit/cce33ec82e7d5adbf97cd00c1cf29aa17c7a2a86,"sms processes

","sms

",,11c30575294d8ef8b0063046957fa3b2a9ee330b,Signum.Engine.Extensions/SMS/SMSLogic.cs,"(73, 21)",Signum.Engine.Extensions/SMS/SMSLogic.cs,"(88, 17)",cce33ec82e7d5adbf97cd00c1cf29aa17c7a2a86,Signum.Engine.Extensions/SMS/SMSLogic.cs,"(110, 33)",Signum.Engine.Extensions/SMS/SMSLogic.cs,,"ProcessLogic.Register(
                        SMSMessageProcess.Send,
                        new PackageConstructFromAlgorithm<SMSMessageDN, SMSMessageDN>(
                            SMSMessageOperations.Send,
                            () =>
                            {
                                using (new CommandTimeoutScope(300))
                                {
                                    return Database.Query<SMSMessageDN>().Where(m =>
                                        m.State == SMSMessageState.Created).Select(m => m.ToLite()).Take(100).ToList();
                                }
                            }));","new BasicConstructFromMany<ISMSDestinationOwner, ProcessExecutionDN>(SMSMessageOperations.Send)
                {
                    Constructor = (messages, args) => SendMessages(args.GetArg<SMSTemplateDN>(0), messages.RetrieveFromListOfLite())
                }.Register();","(messages, args) => SendMessages(args.GetArg<SMSTemplateDN>(0), messages.RetrieveFromListOfLite())"
165,Ginger-Automation_Ginger,https://github.com/Ginger-Automation/Ginger/commit/58eaea8958fe9336d1c1be586932b7785c4735dd,https://github.com/Ginger-Automation/Ginger/commit/79a02f5bfbdc412bf3872a44306b5d3876b855b3,"Changed async void to task
","making AccountReport Logger method async
",,58eaea8958fe9336d1c1be586932b7785c4735dd,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(158, 13)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(161, 13)",79a02f5bfbdc412bf3872a44306b5d3876b855b3,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(179, 22)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,,ActivityGroupStartTask(activityGroup);,Task.Run(() => ActivityGroupStartTask(activityGroup));,() => ActivityGroupStartTask(activityGroup)
166,Ginger-Automation_Ginger,https://github.com/Ginger-Automation/Ginger/commit/58eaea8958fe9336d1c1be586932b7785c4735dd,https://github.com/Ginger-Automation/Ginger/commit/79a02f5bfbdc412bf3872a44306b5d3876b855b3,"Changed async void to task
","making AccountReport Logger method async
",,58eaea8958fe9336d1c1be586932b7785c4735dd,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(69, 13)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(72, 13)",79a02f5bfbdc412bf3872a44306b5d3876b855b3,Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,"(90, 22)",Ginger/GingerCoreNET/Run/RunListenerLib/CenteralizedExecutionLogger/AccountReportExecutionLogger.cs,,RunnerRunStartTask(gingerRunner);,Task.Run(() => RunnerRunStartTask(gingerRunner));,() => RunnerRunStartTask(gingerRunner)
167,anoyetta_ACT.Hojoring,https://github.com/anoyetta/ACT.Hojoring/commit/5cf47934b54fe2c6672006b2eec74904ea59f890,https://github.com/anoyetta/ACT.Hojoring/commit/24cbd23025db2b975c4ea1bcada266865eb50f16,ログ解析を統一した,"Revert ""ログ解析を統一した""

This reverts commit 28b338b3a8e93380ba648c1a677d05c96d24ab60.",,5cf47934b54fe2c6672006b2eec74904ea59f890,source/ACT.SpecialSpellTimer/ACT.SpecialSpellTimer.Core/RaidTimeline/TimelineController.cs,"(910, 21)",source/ACT.SpecialSpellTimer/ACT.SpecialSpellTimer.Core/RaidTimeline/TimelineController.cs,"(73, 13)",24cbd23025db2b975c4ea1bcada266865eb50f16,source/ACT.SpecialSpellTimer/ACT.SpecialSpellTimer.Core/RaidTimeline/TimelineController.cs,"(76, 17)",source/ACT.SpecialSpellTimer/ACT.SpecialSpellTimer.Core/RaidTimeline/TimelineController.cs,,logLine = LogBuffer.RemoveTooltipSynbols(logLine);,"GetLogs = XIVLogBuffer.Instance.Subscribe(
                XIVLogListenerSymbol,
                IsIgnoreLog,
                (x) => LogBuffer.RemoveTooltipSynbols(x));",(x) => LogBuffer.RemoveTooltipSynbols(x)
168,d60_Cirqus,https://github.com/d60/Cirqus/commit/1743b565c1c73470876b6d848e86af6a72f9ca49,https://github.com/d60/Cirqus/commit/cff630b8fefbbe2817f224e4525a54c8cb63aaec,"fixed bug that would result in not getting a cache hit on 2nd load of same root within unit of work
","fixed aggregate root uow caching bug
",,1743b565c1c73470876b6d848e86af6a72f9ca49,d60.Cirqus/Exceptions/ConcurrencyException.cs,"(27, 13)",d60.Cirqus/Exceptions/ConcurrencyException.cs,"(26, 13)",cff630b8fefbbe2817f224e4525a54c8cb63aaec,d60.Cirqus/Exceptions/ConcurrencyException.cs,"(29, 25)",d60.Cirqus/Exceptions/ConcurrencyException.cs,,"var sequenceNumbersText = string.Join(Environment.NewLine, involvedDomainEvents
                .Select(e => string.Format(""    {0} ({1} / {2})"",
                            e.Meta.ContainsKey(DomainEvent.MetadataKeys.GlobalSequenceNumber)
                                ? e.Meta[DomainEvent.MetadataKeys.GlobalSequenceNumber]
                                : ""?"", e.GetSequenceNumber(), e.GetAggregateRootId())));","var sequenceNumbersText = string.Join(Environment.NewLine, involvedDomainEvents
                .Select(e => ""    "" + e));","e => ""    "" + e"
169,sebastienros_yessql,https://github.com/sebastienros/yessql/commit/2979ec94464878002c8ca8c8d50dcedf233266d9,https://github.com/sebastienros/yessql/commit/950e9a54d15f4a1c14f58b730671251501937f65,"Adding support for gating (#73)

","Get rid of the transaction if an error occurs (#195)

If an exception occurs while executing a query, the transaction is not released and could be reused by the same session and would eventually be committed while it's in an invalid state.
After this change when an error occurs while flushing or executing queries, the transaction is disposed.",,2979ec94464878002c8ca8c8d50dcedf233266d9,src/YesSql.Core/Session.cs,"(193, 13)",src/YesSql.Core/Session.cs,"(194, 13)",950e9a54d15f4a1c14f58b730671251501937f65,src/YesSql.Core/Session.cs,"(250, 57)",src/YesSql.Core/Session.cs,,"var result = await _connection.QueryAsync<Document>(command, new { Id = id }, _transaction);","var result = await _store.ProduceAsync(key, () => _connection.QueryAsync<Document>(command, new { Id = id }, _transaction));","() => _connection.QueryAsync<Document>(command, new { Id = id }, _transaction)"
170,minio_minio-dotnet,https://github.com/minio/minio-dotnet/commit/b332b78f47996ee40e2ed263b9374ad0e2663286,https://github.com/minio/minio-dotnet/commit/ffd8a53b9fff417a03716fe677693cd78bbe0324,"add .Net6 support across codebase (#732)

Co-authored-by: ebozduman <ersan.bozduman@gmail.com>","More fixes
",,b332b78f47996ee40e2ed263b9374ad0e2663286,Minio/Helper/OperationsHelper.cs,"(81, 9)",Minio/Helper/OperationsHelper.cs,"(75, 9)",ffd8a53b9fff417a03716fe677693cd78bbe0324,Minio/Helper/OperationsHelper.cs,"(79, 29)",Minio/Helper/OperationsHelper.cs,,"var callbackAsync = async delegate(Stream stream, CancellationToken cancellationToken)
        {
            using (var dest = new FileStream(tempFileName, FileMode.Create, FileAccess.Write))
            {
                await stream.CopyToAsync(dest);
            }
        };","var callbackAsync = async (Stream stream, CancellationToken cancellationToken) =>
        {
            using var dest = new FileStream(tempFileName, FileMode.Create, FileAccess.Write);
            await stream.CopyToAsync(dest, cancellationToken).ConfigureAwait(false);
        };","async (Stream stream, CancellationToken cancellationToken) =>
        {
            using var dest = new FileStream(tempFileName, FileMode.Create, FileAccess.Write);
#if NETSTANDARD
            await stream.CopyToAsync(dest).ConfigureAwait(false);
#else
            await stream.CopyToAsync(dest, cancellationToken).ConfigureAwait(false);
#endif
        }"
171,splunk_splunk-sdk-csharp-pcl,https://github.com/splunk/splunk-sdk-csharp-pcl/commit/74cae0df84bc4e0feef42258dd3455ea5ccf58bb,https://github.com/splunk/splunk-sdk-csharp-pcl/commit/0f521bcd137b8729ffe105ca1f699c144b242c32,"Partially through redoing EventWriter (push as I shift computers)
","Work on random numbers modular input example. Fixed a few things in the core library, validation and scheme are tested. Event streaming not yet set up to be tested.
",,74cae0df84bc4e0feef42258dd3455ea5ccf58bb,src/Splunk.ModularInputs/Splunk/ModularInputs/ModularInput.cs,"(105, 25)",src/Splunk.ModularInputs/Splunk/ModularInputs/ModularInput.cs,"(106, 29)",0f521bcd137b8729ffe105ca1f699c144b242c32,src/Splunk.ModularInputs/Splunk/ModularInputs/ModularInput.cs,"(115, 65)",src/Splunk.ModularInputs/Splunk/ModularInputs/ModularInput.cs,,eventStreams.Add(script.StreamEventsAsync(inputDefinition));,"instances.Add(Task.Factory.StartNew(() => script.StreamEventsAsync(inputDefinition, writer)));","() =>
                                script.StreamEventsAsync(inputDefinition, writer)"
172,DSharpPlus_DSharpPlus,https://github.com/DSharpPlus/DSharpPlus/commit/3afe74384a6801a046ab79149534f808e2de0e0e,https://github.com/DSharpPlus/DSharpPlus/commit/fb117ca673532db5325fccb1e65d64cada66fc3f,"Hopefully added support for forthcoming server ownership transfer
","Change user list into a Dictionary
",,3afe74384a6801a046ab79149534f808e2de0e0e,DiscordSharp/DiscordClient.cs,"(1028, 21)",DiscordSharp/DiscordClient.cs,"(1038, 21)",fb117ca673532db5325fccb1e65d64cada66fc3f,DiscordSharp/DiscordClient.cs,"(1671, 56)",DiscordSharp/DiscordClient.cs,,"server.owner_id = response[""owner_id""].ToString();","server.owner = server.members.Find(x => x.user.id == response[""owner_id""].ToString());","x => x.ID == response[""owner_id""].ToString()"
173,signumsoftware_framework,https://github.com/signumsoftware/framework/commit/9e59c3d0b6468c232554d007fc1b2f2b7de99a4e,https://github.com/signumsoftware/framework/commit/1768786a4dec17d75a74e61d0182d41589dad15c,"(TFS CS 4312)

","tras integracion

(TFS CS 7000)
",,9e59c3d0b6468c232554d007fc1b2f2b7de99a4e,Signum.Web/Widgets/QuickLinkWidgetHelper.cs,"(32, 13)",Signum.Web/Widgets/QuickLinkWidgetHelper.cs,"(29, 13)",1768786a4dec17d75a74e61d0182d41589dad15c,Signum.Web/Widgets/QuickLinkWidgetHelper.cs,"(59, 57)",Signum.Web/Widgets/QuickLinkWidgetHelper.cs,,"return new WidgetItem
            {
                Content = QuickLinksToString(helper, links, prefix),
                Label = ""<a id='Quicklinks'><span class='update-number count{0}'>{0}</span>Quicklinks</a>"".Formato(links.Count),
                Id = ""Quicklinks"",
                Show = links.Count > 0
            };","return new WidgetItem
            {
                Content =
                    @""<div class='widget quicklinks'><ul>{0}</ul>
                    </div>"".Formato(quicklinks.ToString(q => ""<li><a onclick=\""javascript:OpenFinder({0});\"">{1}</li>"".Formato(JsFindOptions(q).ToJS(), QueryUtils.GetNiceQueryName(q.FindOptions.QueryName)), """")),
                Label = ""<a id='{0}'>{0}<span class='count {1}'>{2}</span></a>"".Formato(""Quicklinks"", quicklinks.Count == 0 ? ""disabled"" : """", quicklinks.Count),
                Id = ""Notes"",
                Show = true,
            };","q => ""<li><a onclick=\""javascript:new SF.FindNavigator({0}).openFinder();\"">{1}</a></li>"".Formato(JsFindOptions(q).ToJS(), QueryUtils.GetNiceName(q.FindOptions.QueryName))"
174,AutoMapper_AutoMapper,https://github.com/AutoMapper/AutoMapper/commit/d2a4821de930600401c39d6ae1b2f4f2b6dd68d5,https://github.com/AutoMapper/AutoMapper/commit/0d03e77a3bc6ebc0d7de859759d0ca4899e06ce2,"Namespace fix
","make IncludeBase work with ReverseMap
",,d2a4821de930600401c39d6ae1b2f4f2b6dd68d5,src/AutoMapper/Profile.cs,"(234, 13)",src/AutoMapper/Profile.cs,"(234, 13)",0d03e77a3bc6ebc0d7de859759d0ca4899e06ce2,src/AutoMapper/Profile.cs,"(271, 89)",src/AutoMapper/Profile.cs,,"foreach (var config in _typeMapConfigs)
            {
                var typeMap = typeMapRegistry.GetTypeMap(config.Types);

                Configure(typeMapRegistry, config, typeMap);
            }","foreach (var typeMap in _typeMapConfigs.Select(config => typeMapRegistry.GetTypeMap(config.Types)))
            {
                Configure(typeMapRegistry, typeMap);
            }",config => typeMapRegistry.GetTypeMap(config.Types)
175,NosCoreIO_NosCore,https://github.com/NosCoreIO/NosCore/commit/b9d282aa7f2df078ba2ebd1b4cd70ae05da1c617,https://github.com/NosCoreIO/NosCore/commit/61fd9b634adb897841e1290fa1ba0f963528c7c4,"continue remove servermanager
","start adding services
",,b9d282aa7f2df078ba2ebd1b4cd70ae05da1c617,src/NosCore.Controllers/InventoryPacketController.cs,"(92, 17)",src/NosCore.Controllers/InventoryPacketController.cs,"(96, 17)",61fd9b634adb897841e1290fa1ba0f963528c7c4,src/NosCore.Controllers/InventoryPacketController.cs,"(96, 80)",src/NosCore.Controllers/InventoryPacketController.cs,,"ItemInstance mapItemInstance = ItemInstance.Create(mapItem.VNum, mapItem.OwnerId ?? Session.Character.CharacterId, mapItem.Amount);","ItemInstance mapItemInstance = ItemInstance.Create(_items.Find(item => item.VNum == mapItem.VNum), mapItem.OwnerId ?? Session.Character.CharacterId, mapItem.Amount);",item => item.VNum == mapItem.VNum
176,sebastienros_yessql,https://github.com/sebastienros/yessql/commit/c905f7d2e39a0676c6de51883f08e00af3275a19,https://github.com/sebastienros/yessql/commit/3cdb9765e7bd2f70d9dd56138e41e835abf19b92,"Update collection index SchemaBuilder
","Refactoring a tuple
",,c905f7d2e39a0676c6de51883f08e00af3275a19,src/YesSql.Core/Services/Store.cs,"(178, 17)",src/YesSql.Core/Services/Store.cs,"(184, 17)",3cdb9765e7bd2f70d9dd56138e41e835abf19b92,src/YesSql.Core/Services/Store.cs,"(184, 68)",src/YesSql.Core/Services/Store.cs,,var contextType = typeof(DescribeContext<>).MakeGenericType(target);,"var contextType = ContextTypes.GetOrAdd(key.Item1, type => typeof(DescribeContext<>).MakeGenericType(type));",type => typeof(DescribeContext<>).MakeGenericType(type)
